0	14983
4.24E-09	15573
4.24E-09	28795
2.14E-09	31261
3.19E-11	44817
3.21E-11	48430
3.33E-11	48595
3.43E-11	48818
4.78E-11	49148
5.56E-11	49170
6.99E-11	49201
8.10E-11	49743
7.38E-10	49932
8.51E-10	50065
9.17E-10	50178
9.37E-10	50732
9.41E-10	52093
9.62E-10	52847
9.63E-10	70758
9.88E-10	71047
1.00E-09	71066
1.03E-09	71100
1.24E-09	72055
3.95E-09	72080
4.39E-09	72086
4.55E-09	72109
4.69E-09	75986
4.64E-09	76092
4.43E-09	76520
5.26E-10	96610
5.25E-10	96924
5.23E-10	97584
5.22E-10	100345
4.79E-10	100730
4.24E-10	100970
4.84E-11	102371
4.58E-11	102563
4.23E-11	103210
3.61E-11	104061
3.35E-11	105440
3.34E-11	105628
3.24E-11	105790
3.17E-11	105805
3.11E-11	106324
3.08E-11	159180
3.10E-11	159809
3.11E-11	160472
3.12E-11	162206
3.25E-11	162476
3.72E-11	162511
3.87E-11	162533
5.95E-10	162705
6.11E-10	162722
6.12E-10	163195
6.15E-10	163768
6.15E-10	285934
3.27E-09	290861
3.28E-09	457066
3.27E-09	460423
1.20E-09	468515
1.18E-09	531047
1.18E-09	544508
1.19E-09	545485
1.19E-09	545538
1.20E-09	566601
1.20E-09	567109
1.18E-09	567676
1.18E-09	692440
1.20E-09	696769
1.20E-09	701861
1.21E-09	706781
1.19E-09	709296
1.18E-09	787339
1.18E-09	791628
2.10E-09	792139
2.36E-09	793569
2.59E-09	794842
2.69E-09	832065
3.01E-09	842319
1.00E-08	844566
1.04E-08	845597
1.08E-08	854868
6.99E-09	857182
6.98E-09	864428
4.07E-09	888972
4.03E-09	890646
3.99E-09	1038554
3.98E-09	1042205
3.95E-09	1045579
3.95E-09	1050904
2.72E-09	1054711
2.64E-09	1055220
2.62E-09	1061907
2.61E-09	1121682
2.63E-09	1122016
2.64E-09	1122107
2.68E-09	1122955
2.89E-09	1123303
1.83E-08	1123304
1.86E-08	1124334
1.89E-08	1133210
1.89E-08	1133226
1.87E-08	1133231
1.85E-08	1134283
4.76E-10	1156192
4.83E-10	1157796
5.08E-10	1160702
8.47E-10	1161318
8.49E-09	1162756
2.21E-08	1170551
2.30E-08	1173806
2.21E-08	1174169
2.21E-08	1174176
2.19E-08	1174198
2.13E-08	1174499
8.49E-09	1174504
6.47E-09	1174997
6.40E-09	1175170
6.40E-09	1184759
6.72E-09	1184788
1.76E-08	1184920
2.05E-08	1185085
1.93E-08	1185143
1.90E-08	1190156
1.90E-08	1193700
1.89E-08	1195611
1.78E-08	1195673
8.39E-09	1196798
1.30E-09	1217487
1.47E-09	1217924
8.49E-09	1218136
1.51E-08	1218929
1.51E-08	1225123
1.51E-08	1226104
1.55E-08	1226111
3.19E-08	1226265
4.66E-08	1226328
4.77E-08	1226376
4.91E-08	1226661
4.93E-08	1228047
4.77E-08	1228103
1.01E-08	1228157
9.57E-09	1228208
9.27E-09	1229640
9.79E-09	1229649
1.07E-08	1229650
4.34E-08	1229661
4.72E-08	1229676
5.12E-08	1229888
2.57E-09	1229924
2.09E-09	1230005
2.09E-09	1230062
2.08E-09	1233087
2.08E-09	1233597
2.09E-09	1233768
2.10E-09	1233927
1.21E-07	1234575
3.89E-09	1235515
3.87E-09	1283889
3.87E-09	1286531
8.61E-09	1329369
2.91E-09	1383859
2.92E-09	1385622
2.16E-08	1385623
3.48E-08	1388047
3.30E-07	1388192
1.12E-08	1398269
1.05E-08	1398280
2.06E-09	1398802
2.04E-09	1404660
1.54E-08	1404887
1.56E-08	1404994
1.57E-08	1405726
1.62E-08	1411160
1.79E-08	1411442
7.23E-08	1411488
8.43E-08	1412034
8.43E-08	1412956
6.62E-10	1417998
6.80E-10	1418985
6.84E-10	1419235
8.23E-10	1419505
8.40E-10	1420624
1.00E-08	1420678
1.02E-08	1423036
1.02E-08	1423091
1.00E-08	1499755
1.02E-08	1500042
6.90E-08	1500780
7.32E-08	1506261
7.30E-08	1508512
7.16E-08	1509248
6.75E-08	1510496
2.56E-08	1511202
2.51E-08	1534210
2.51E-08	1535521
2.51E-08	1591572
2.51E-08	1591844
2.51E-08	1592574
2.52E-08	1595628
7.86E-08	1595851
8.01E-08	1601477
7.95E-08	1601504
7.95E-08	1601711
6.33E-08	1601839
8.87E-09	1601868
8.08E-09	1602035
8.03E-09	1602241
7.94E-09	1606091
8.04E-09	1606327
8.24E-08	1611622
8.25E-08	1619205
1.27E-08	1619226
1.25E-08	1628842
1.25E-08	1629935
1.24E-08	1653261
5.35E-08	1655983
7.21E-08	1656045
2.02E-07	1656367
2.06E-07	1656384
2.09E-07	1656417
2.10E-07	1657559
2.06E-07	1657576
2.05E-07	1657978
2.02E-07	1658111
7.62E-08	1658449
6.66E-08	1675274
1.28E-08	1675571
1.27E-08	1724160
1.30E-08	1724211
5.10E-08	1725175
1.60E-09	1725428
1.59E-09	1725687
1.59E-09	1725902
1.58E-09	1726238
1.58E-09	1752105
1.72E-08	1754176
1.71E-08	1754179
1.71E-08	1754180
1.69E-08	1754269
4.37E-09	1754703
4.21E-09	1795161
4.25E-09	1795229
5.66E-09	1795378
8.96E-09	1803097
1.07E-09	1805342
1.04E-09	1806164
1.00E-09	1806917
9.87E-10	1826209
5.17E-08	1830202
5.18E-08	1830414
5.19E-08	1832055
5.12E-08	1832160
4.70E-08	1832187
4.53E-08	1832757
3.77E-09	1844358
2.16E-08	1845229
2.17E-08	1846261
2.15E-08	1846277
1.10E-10	1846335
7.33E-11	1846391
7.01E-11	1851800
1.81E-07	1853388
3.67E-08	1855040
3.66E-08	1856060
1.57E-09	1893755
5.40E-09	1936877
9.46E-10	1971019
5.45E-08	1979362
5.21E-08	1979454
4.80E-08	1979863
4.86E-09	1987719
3.78E-09	1988941
3.28E-09	1989183
3.24E-09	1991173
3.21E-09	2009461
3.29E-09	2010118
1.87E-08	2020342
4.91E-09	2020639
1.48E-09	2021021
1.46E-09	2051825
1.49E-09	2052351
1.57E-08	2055762
1.60E-08	2076895
1.77E-09	2103851
1.95E-09	2103972
3.11E-09	2104253
5.63E-09	2104254
5.72E-09	2106803
5.74E-09	2155666
5.74E-09	2157362
5.74E-09	2160987
1.65E-08	2241815
3.13E-10	2263835
4.93E-08	2264166
4.93E-08	2288604
4.93E-08	2289706
4.79E-08	2289924
1.95E-08	2291243
1.91E-08	2293421
1.53E-07	2293488
1.78E-07	2296353
1.78E-07	2296398
1.74E-07	2296486
3.62E-08	2296490
2.63E-08	2321858
2.62E-08	2323272
2.53E-08	2358503
4.83E-07	2364292
9.74E-09	2376959
1.67E-11	2377141
7.02E-12	2377524
6.86E-12	2427763
6.18E-09	2428167
7.17E-09	2454138
3.09E-08	2457958
3.11E-08	2492364
8.18E-10	2492788
6.59E-10	2503005
6.94E-10	2506005
2.81E-06	2506382
2.02E-07	2511056
2.03E-07	2511896
2.09E-07	2516614
1.60E-07	2516771
1.15E-07	2517358
5.58E-09	2517705
5.13E-09	2517898
5.07E-09	2527513
1.14E-07	2528954
1.15E-07	2542665
1.15E-07	2561131
1.13E-07	2562409
1.05E-07	2562740
1.45E-08	2574740
1.44E-08	2577913
8.52E-08	2579834
8.73E-08	2579870
3.08E-07	2580129
3.37E-07	2580593
3.40E-09	2580596
2.62E-09	2585661
2.69E-07	2587013
1.73E-08	2587029
1.65E-08	2595416
1.67E-08	2596016
6.66E-07	2596479
2.26E-08	2600367
6.71E-11	2600513
5.33E-11	2607970
1.41E-07	2613302
1.40E-07	2621856
9.52E-09	2623634
9.53E-09	2626606
9.53E-09	2629161
9.85E-09	2629169
2.73E-07	2632297
2.73E-07	2632446
2.83E-07	2634753
9.91E-08	2635151
9.52E-08	2638602
1.52E-09	2639416
1.60E-09	2639419
1.81E-09	2639444
3.46E-09	2639509
1.08E-07	2639860
1.11E-07	2639868
1.13E-07	2639952
2.34E-07	2639982
2.66E-07	2640169
2.62E-07	2640173
2.62E-07	2640268
1.07E-08	2640287
1.04E-08	2650834
1.08E-08	2651143
1.11E-08	2651769
1.12E-08	2652407
1.17E-08	2655172
1.17E-08	2655189
1.19E-08	2655611
1.20E-08	2657150
3.55E-08	2657419
4.32E-08	2672275
1.28E-08	2706220
1.24E-06	2706265
1.15E-07	2707945
8.23E-09	2717224
4.77E-08	2726146
1.37E-08	2726277
1.37E-08	2731158
1.37E-08	2731273
1.38E-08	2731404
1.38E-08	2734948
1.39E-08	2734978
1.39E-08	2735275
2.21E-07	2735410
2.07E-07	2735422
3.88E-08	2735423
3.81E-08	2735433
3.10E-08	2738948
2.32E-08	2739066
1.33E-09	2739095
1.26E-09	2739098
1.07E-09	2739117
9.64E-10	2740768
9.74E-10	2740835
1.70E-07	2742567
1.70E-07	2742866
1.70E-07	2742920
1.74E-07	2742924
1.74E-07	2742929
1.77E-07	2743026
5.56E-09	2743048
5.49E-09	2746377
7.37E-08	2749048
2.38E-08	2768193
7.24E-08	2859095
1.57E-06	2860297
1.50E-08	2863137
1.59E-08	2864001
1.38E-08	2864026
9.73E-09	2864360
8.61E-09	2865223
8.53E-09	2868664
1.31E-08	2868677
1.51E-08	2868980
6.56E-08	2869513
6.73E-08	2869712
7.57E-08	2870961
9.03E-09	2870963
8.89E-09	2871247
8.86E-09	2884975
2.45E-08	2926903
2.45E-08	2944702
2.33E-08	2954727
2.31E-08	2954854
2.29E-08	2955761
9.31E-09	2961440
8.38E-09	2980055
9.31E-09	2980238
9.80E-09	2980443
1.04E-08	2981165
1.97E-08	3073589
1.97E-08	3074291
1.68E-07	3074316
1.78E-07	3075192
1.78E-07	3075840
1.76E-07	3077266
1.76E-07	3077352
1.75E-07	3080521
1.75E-07	3097976
7.77E-09	3106254
7.68E-09	3106302
7.66E-09	3132863
7.81E-09	3132911
8.89E-09	3134045
1.80E-08	3136991
